Customer ID,Frequency,Monetary,Avg_Order_Value,Total_Returns
8785,9,20962,2329.1111111111113,8
8786,2,4817,2408.5,1
8787,5,9926,1985.2,3
8788,7,19377,2768.1428571428573,3
8789,3,2839,946.3333333333334,1
8790,4,8773,2193.25,1
8791,3,10815,3605.0,1
8792,6,15452,2575.3333333333335,1
8793,6,20246,3374.3333333333335,5
8794,7,23964,3423.4285714285716,5
8795,5,15586,3117.2,1
8796,5,14262,2852.4,3
8797,6,18909,3151.5,3
8798,7,24189,3455.5714285714284,2
8799,6,21608,3601.3333333333335,2
8800,3,8189,2729.6666666666665,1
8801,9,33429,3714.3333333333335,5
8802,6,14903,2483.8333333333335,1
8803,4,8809,2202.25,2
8804,2,9197,4598.5,1
8805,2,916,458.0,0
8806,12,31141,2595.0833333333335,7
8807,6,13509,2251.5,3
8808,1,2783,2783.0,0
8809,2,2936,1468.0,1
8810,4,9383,2345.75,1
8811,3,8000,2666.6666666666665,1
8812,2,5079,2539.5,1
8813,6,17372,2895.3333333333335,3
8814,5,17893,3578.6,2
8815,10,35362,3536.2,2
8816,1,1924,1924.0,1
8817,5,8946,1789.2,2
8818,6,16362,2727.0,4
8819,8,20504,2563.0,5
8820,1,1346,1346.0,0
8821,5,14644,2928.8,3
8822,8,22647,2830.875,6
8823,8,23314,2914.25,2
8824,3,7352,2450.6666666666665,0
8825,5,10727,2145.4,1
8826,2,6391,3195.5,1
8827,5,12402,2480.4,1
8828,5,11592,2318.4,1
8829,9,18734,2081.5555555555557,1
8830,4,10603,2650.75,2
8831,1,1397,1397.0,0
8832,1,545,545.0,0
8833,3,5460,1820.0,0
8834,3,13749,4583.0,0
8835,5,18392,3678.4,2
8836,6,16582,2763.6666666666665,3
8837,7,17306,2472.285714285714,3
8838,3,11060,3686.6666666666665,2
8839,6,21203,3533.8333333333335,4
8840,7,19863,2837.5714285714284,4
8841,4,12983,3245.75,1
8842,7,17846,2549.4285714285716,2
8843,7,18571,2653.0,1
8844,8,26670,3333.75,1
8845,7,20661,2951.5714285714284,5
8846,7,17470,2495.714285714286,2
8847,2,3140,1570.0,0
8848,1,463,463.0,0
8849,1,4243,4243.0,0
8850,7,18547,2649.5714285714284,2
8851,8,16326,2040.75,4
8852,7,19369,2767.0,3
8853,7,25112,3587.4285714285716,2
8854,6,16817,2802.8333333333335,2
8855,2,5655,2827.5,1
8856,6,16690,2781.6666666666665,3
8857,1,3442,3442.0,0
8858,4,12984,3246.0,3
8859,5,9010,1802.0,2
8860,1,315,315.0,1
8861,5,14673,2934.6,2
8862,6,12870,2145.0,4
8863,6,15337,2556.1666666666665,3
8864,6,19048,3174.6666666666665,2
8865,5,11094,2218.8,3
8866,9,26379,2931.0,4
8867,5,14872,2974.4,1
8868,4,9941,2485.25,3
8869,2,8289,4144.5,0
8870,8,19513,2439.125,2
8871,4,14273,3568.25,2
8872,6,12337,2056.1666666666665,1
8873,6,18598,3099.6666666666665,2
8874,5,12291,2458.2,2
8875,4,13885,3471.25,1
8876,8,18813,2351.625,3
8877,6,11648,1941.3333333333333,2
8878,6,10094,1682.3333333333333,2
8879,3,7013,2337.6666666666665,1
8880,4,7900,1975.0,2
8881,6,12900,2150.0,3
8882,5,7126,1425.2,2
8883,9,28939,3215.4444444444443,5
8884,3,7275,2425.0,2
8885,3,5003,1667.6666666666667,1
8886,3,8087,2695.6666666666665,1
8887,2,5725,2862.5,1
8888,9,20659,2295.4444444444443,3
8889,6,12673,2112.1666666666665,3
8890,8,14658,1832.25,3
8891,4,6537,1634.25,2
8892,6,15660,2610.0,3
8893,5,11907,2381.4,4
8894,4,9085,2271.25,0
8895,9,26821,2980.1111111111113,1
8896,4,11342,2835.5,2
8897,7,27239,3891.285714285714,2
8898,1,506,506.0,0
8899,6,15077,2512.8333333333335,1
8900,5,12926,2585.2,4
8901,6,9001,1500.1666666666667,2
8902,3,5011,1670.3333333333333,3
8903,5,18796,3759.2,1
8904,2,5981,2990.5,2
8905,3,9802,3267.3333333333335,1
8906,3,9168,3056.0,1
8907,5,17875,3575.0,2
8908,7,17976,2568.0,1
8909,2,8627,4313.5,0
8910,6,17669,2944.8333333333335,5
8911,5,9029,1805.8,0
8913,6,20083,3347.1666666666665,3
8914,7,22283,3183.285714285714,3
8915,11,36203,3291.181818181818,5
8916,3,9940,3313.3333333333335,2
8917,5,13891,2778.2,1
8918,4,14005,3501.25,0
8919,4,13913,3478.25,2
8920,3,7156,2385.3333333333335,1
8921,3,3773,1257.6666666666667,1
8922,10,38182,3818.2,6
8923,5,8918,1783.6,0
8924,4,7164,1791.0,3
8925,3,11868,3956.0,0
8926,4,11067,2766.75,2
8927,6,14362,2393.6666666666665,5
8928,6,18747,3124.5,3
8929,7,19738,2819.714285714286,3
8930,3,6565,2188.3333333333335,0
8931,5,10241,2048.2,3
8932,5,8381,1676.2,4
8933,4,7453,1863.25,3
8934,1,2519,2519.0,0
8935,3,7304,2434.6666666666665,1
8936,6,25558,4259.666666666667,5
8937,2,5165,2582.5,1
8938,5,13469,2693.8,2
8939,3,7817,2605.6666666666665,1
8940,6,16046,2674.3333333333335,2
8941,4,11982,2995.5,0
8942,1,1830,1830.0,1
8943,3,6728,2242.6666666666665,1
8944,1,1653,1653.0,1
8945,3,10352,3450.6666666666665,1
8946,6,13471,2245.1666666666665,3
8947,8,21169,2646.125,4
8948,5,13366,2673.2,2
8949,6,11481,1913.5,3
8950,6,18379,3063.1666666666665,3
8951,5,13657,2731.4,1
8952,4,11813,2953.25,2
8953,4,9097,2274.25,3
8954,4,15219,3804.75,2
8955,2,4872,2436.0,1
8956,4,15045,3761.25,1
8957,6,8010,1335.0,5
8958,3,5322,1774.0,2
8959,7,12168,1738.2857142857142,2
8960,2,6315,3157.5,1
8961,4,14158,3539.5,2
8962,1,1733,1733.0,0
8963,4,6684,1671.0,0
8964,4,14996,3749.0,1
8965,3,10693,3564.3333333333335,1
8966,2,5366,2683.0,0
8967,4,6214,1553.5,2
8968,3,6791,2263.6666666666665,1
8969,2,7089,3544.5,1
8970,5,14349,2869.8,3
8971,5,15894,3178.8,1
8972,5,17621,3524.2,4
8973,4,16605,4151.25,0
8974,4,9789,2447.25,3
8975,3,12658,4219.333333333333,2
8976,5,15738,3147.6,2
8977,3,10827,3609.0,1
8978,3,6275,2091.6666666666665,0
8979,4,9595,2398.75,3
8980,6,17105,2850.8333333333335,3
8981,1,2025,2025.0,1
8982,3,6448,2149.3333333333335,1
8983,8,17585,2198.125,3
8984,6,13935,2322.5,1
8985,3,9085,3028.3333333333335,0
8986,4,11045,2761.25,4
8987,6,25117,4186.166666666667,4
8988,6,19362,3227.0,3
8989,5,13507,2701.4,2
8990,2,9513,4756.5,0
8991,2,5635,2817.5,1
8992,11,23807,2164.2727272727275,6
8993,5,11590,2318.0,3
8994,4,9258,2314.5,0
8995,10,30817,3081.7,2
8996,7,16058,2294.0,3
8997,2,4026,2013.0,1
8998,5,9436,1887.2,2
8999,4,9838,2459.5,2
9000,4,9563,2390.75,2
9001,6,16951,2825.1666666666665,2
9002,6,18567,3094.5,2
9003,3,6426,2142.0,1
9004,6,17102,2850.3333333333335,4
9005,3,13756,4585.333333333333,3
9006,3,8049,2683.0,2
9007,2,6098,3049.0,0
9008,6,16592,2765.3333333333335,5
9009,6,21476,3579.3333333333335,2
9010,5,18824,3764.8,4
9011,3,6627,2209.0,2
9012,10,34616,3461.6,6
9013,8,25536,3192.0,4
9014,1,530,530.0,1
9015,4,16911,4227.75,2
9016,7,17163,2451.8571428571427,2
9017,4,9955,2488.75,0
9018,2,6245,3122.5,1
9019,6,16342,2723.6666666666665,2
9020,6,12291,2048.5,2
9021,6,12956,2159.3333333333335,2
9022,3,9021,3007.0,1
9023,3,7044,2348.0,0
9024,6,12211,2035.1666666666667,3
9025,3,8714,2904.6666666666665,2
9026,3,5257,1752.3333333333333,1
9027,2,8967,4483.5,2
9028,4,6155,1538.75,3
9029,6,28660,4776.666666666667,2
9030,10,31364,3136.4,5
9031,7,22730,3247.1428571428573,3
9032,7,17739,2534.1428571428573,2
9033,5,12347,2469.4,3
9034,8,23374,2921.75,4
9035,5,11994,2398.8,0
9036,6,9243,1540.5,2
9037,6,20259,3376.5,5
9038,4,12989,3247.25,2
9039,5,8846,1769.2,1
9040,9,16909,1878.7777777777778,5
9041,4,13018,3254.5,2
9042,7,23197,3313.8571428571427,2
9043,5,12667,2533.4,2
9044,2,7001,3500.5,0
9045,3,11981,3993.6666666666665,2
9047,1,627,627.0,1
9048,5,18336,3667.2,3
9049,2,1719,859.5,1
9050,7,19528,2789.714285714286,3
9051,8,17582,2197.75,4
9052,8,23014,2876.75,3
9053,5,13902,2780.4,2
9054,2,8759,4379.5,1
9055,4,9883,2470.75,2
9056,8,26682,3335.25,1
9057,7,22112,3158.8571428571427,4
9058,1,545,545.0,0
9059,3,9099,3033.0,2
9060,8,17014,2126.75,1
9061,4,11326,2831.5,3
9062,2,6588,3294.0,1
9063,3,7894,2631.3333333333335,0
9064,6,9196,1532.6666666666667,2
9065,4,12709,3177.25,2
9066,4,10225,2556.25,1
9067,8,21930,2741.25,5
9068,2,5053,2526.5,1
9069,4,11631,2907.75,1
9070,6,18023,3003.8333333333335,3
9071,5,13580,2716.0,3
9072,8,18650,2331.25,4
9073,6,18224,3037.3333333333335,1
9074,5,12480,2496.0,0
9075,4,8953,2238.25,2
9076,7,18462,2637.4285714285716,3
9077,6,14288,2381.3333333333335,4
9078,5,13108,2621.6,1
9079,3,7424,2474.6666666666665,0
9080,5,14384,2876.8,4
9081,5,12191,2438.2,3
9082,4,16244,4061.0,3
9083,3,4382,1460.6666666666667,2
9084,4,10495,2623.75,0
9085,6,16470,2745.0,2
9086,2,977,488.5,1
9087,5,14379,2875.8,1
9088,7,18648,2664.0,5
9089,4,11627,2906.75,4
9090,4,7020,1755.0,2
9091,3,3124,1041.3333333333333,2
9092,6,17000,2833.3333333333335,4
9093,4,10963,2740.75,2
9094,1,4143,4143.0,0
9095,2,7100,3550.0,1
9096,3,10334,3444.6666666666665,1
9097,4,11311,2827.75,1
9098,2,2998,1499.0,0
9099,5,14919,2983.8,0
9100,4,13389,3347.25,2
9101,3,8078,2692.6666666666665,1
9102,6,16626,2771.0,2
9103,4,12068,3017.0,1
9104,6,20346,3391.0,2
9105,6,20295,3382.5,2
9106,6,15406,2567.6666666666665,3
9107,4,14057,3514.25,2
9108,6,17308,2884.6666666666665,1
9109,8,25247,3155.875,4
9110,5,14494,2898.8,3
9111,8,24340,3042.5,4
9112,2,6793,3396.5,1
9113,7,17509,2501.285714285714,3
9114,3,9242,3080.6666666666665,1
9115,6,12171,2028.5,2
9116,5,18314,3662.8,2
9117,8,21428,2678.5,4
9118,6,6597,1099.5,1
9119,4,5443,1360.75,2
9120,6,18431,3071.8333333333335,3
9121,5,13009,2601.8,2
9122,4,9373,2343.25,3
9123,7,12755,1822.142857142857,2
9124,6,17374,2895.6666666666665,2
9125,4,13179,3294.75,2
9126,6,21300,3550.0,4
9127,2,1051,525.5,2
9128,5,15007,3001.4,2
9129,3,5979,1993.0,2
9130,6,18172,3028.6666666666665,5
9131,3,9234,3078.0,0
9132,8,25734,3216.75,5
9133,4,12682,3170.5,1
9134,5,13034,2606.8,3
9135,5,13890,2778.0,0
9136,7,20443,2920.4285714285716,3
9137,9,23978,2664.222222222222,2
9138,3,9178,3059.3333333333335,1
9139,5,15394,3078.8,3
9140,2,4876,2438.0,2
9141,3,13111,4370.333333333333,3
9142,9,25061,2784.5555555555557,1
9143,3,9696,3232.0,3
9144,7,22670,3238.5714285714284,0
9145,4,13373,3343.25,2
9146,6,11322,1887.0,1
9147,6,22939,3823.1666666666665,5
9148,5,13464,2692.8,1
9149,6,19641,3273.5,4
9150,8,22188,2773.5,3
9151,9,22782,2531.3333333333335,3
9152,2,5230,2615.0,1
9153,7,19024,2717.714285714286,2
9154,4,9626,2406.5,1
9155,5,13303,2660.6,1
9156,4,9285,2321.25,1
9157,3,8920,2973.3333333333335,1
9158,3,7713,2571.0,2
9159,6,12988,2164.6666666666665,3
9160,7,15846,2263.714285714286,5
9161,4,14406,3601.5,3
9162,2,3763,1881.5,0
9163,7,19291,2755.8571428571427,3
9164,4,6867,1716.75,2
9165,6,11929,1988.1666666666667,3
9166,6,12286,2047.6666666666667,3
9167,3,11315,3771.6666666666665,1
9168,6,20645,3440.8333333333335,2
9169,3,4872,1624.0,2
9170,7,20557,2936.714285714286,1
9171,6,21662,3610.3333333333335,2
9172,1,3253,3253.0,1
9173,4,8762,2190.5,2
9174,6,15522,2587.0,3
9175,3,9709,3236.3333333333335,2
9176,8,26472,3309.0,2
9177,5,14326,2865.2,3
9178,6,10009,1668.1666666666667,2
9179,2,7857,3928.5,0
9180,5,19296,3859.2,3
9181,4,9824,2456.0,1
9182,6,13331,2221.8333333333335,2
9183,5,18744,3748.8,3
9184,2,6476,3238.0,1
9185,3,4099,1366.3333333333333,1
9186,4,8957,2239.25,2
9187,3,12253,4084.3333333333335,1
9188,5,9508,1901.6,2
9189,1,3632,3632.0,0
9190,4,10925,2731.25,2
9192,3,10066,3355.3333333333335,1
9193,8,19614,2451.75,1
9194,8,20852,2606.5,4
9195,4,10209,2552.25,3
9196,4,9053,2263.25,2
9197,5,9154,1830.8,1
9198,2,4609,2304.5,1
9199,5,12819,2563.8,2
9200,5,8070,1614.0,2
9201,10,23297,2329.7,2
9202,7,26583,3797.5714285714284,4
9203,5,13903,2780.6,1
9204,4,7842,1960.5,1
9205,7,13245,1892.142857142857,2
9206,6,16956,2826.0,4
9207,5,12074,2414.8,2
9208,4,7947,1986.75,3
9209,3,9626,3208.6666666666665,2
9210,3,5515,1838.3333333333333,2
9211,2,7412,3706.0,0
9212,3,8666,2888.6666666666665,1
9213,3,6893,2297.6666666666665,0
9214,6,10970,1828.3333333333333,2
9215,6,12448,2074.6666666666665,2
9216,1,4749,4749.0,1
9217,1,4615,4615.0,0
9218,6,20383,3397.1666666666665,3
9219,5,15546,3109.2,2
9220,6,9260,1543.3333333333333,0
9221,10,24541,2454.1,5
9222,4,9745,2436.25,2
9223,10,24999,2499.9,5
9224,4,12010,3002.5,2
9225,4,15836,3959.0,2
9226,4,13748,3437.0,1
9227,8,14437,1804.625,4
9228,5,16185,3237.0,1
9229,7,10068,1438.2857142857142,4
9230,5,16316,3263.2,2
9231,1,839,839.0,0
9232,7,21059,3008.4285714285716,3
9233,4,17383,4345.75,2
9234,7,22708,3244.0,4
9235,12,37459,3121.5833333333335,3
9236,4,14396,3599.0,2
9237,4,9399,2349.75,0
9238,7,14930,2132.8571428571427,2
9239,6,19611,3268.5,3
9240,3,9045,3015.0,1
9241,5,8145,1629.0,3
9242,2,2662,1331.0,1
9243,4,12259,3064.75,1
9244,7,19377,2768.1428571428573,4
9245,7,16576,2368.0,1
9246,1,475,475.0,0
9247,4,5806,1451.5,1
9248,6,13431,2238.5,4
9249,8,25274,3159.25,2
9250,8,22612,2826.5,2
9252,3,4235,1411.6666666666667,2
9253,7,20641,2948.714285714286,5
9254,7,11966,1709.4285714285713,3
9255,10,27093,2709.3,5
9256,3,8380,2793.3333333333335,2
9257,7,16812,2401.714285714286,3
9258,2,4217,2108.5,1
9259,1,2713,2713.0,0
9260,5,12035,2407.0,1
9261,7,21453,3064.714285714286,3
9262,4,10570,2642.5,2
9263,4,8698,2174.5,1
9264,5,10385,2077.0,1
9265,4,11505,2876.25,3
9266,4,5373,1343.25,2
9267,10,22514,2251.4,2
9268,5,15280,3056.0,4
9269,9,26787,2976.3333333333335,4
9270,7,23768,3395.4285714285716,5
9271,8,18647,2330.875,1
9272,5,15987,3197.4,1
9273,5,7060,1412.0,2
9274,7,17924,2560.5714285714284,2
9275,2,2987,1493.5,2
9276,8,23639,2954.875,3
9277,3,5824,1941.3333333333333,0
9278,9,25326,2814.0,4
9279,5,11633,2326.6,3
9280,7,16828,2404.0,4
9281,7,23423,3346.1428571428573,4
9282,3,13829,4609.666666666667,2
9283,5,11697,2339.4,2
9284,8,15960,1995.0,5
9285,3,6677,2225.6666666666665,0
9286,2,7297,3648.5,2
9287,10,20487,2048.7,4
9288,6,20548,3424.6666666666665,3
9289,6,17958,2993.0,4
9290,8,24616,3077.0,1
9291,4,9406,2351.5,1
9292,5,9878,1975.6,2
9293,4,10410,2602.5,2
9294,6,14804,2467.3333333333335,3
9295,5,14378,2875.6,2
9296,8,25874,3234.25,3
9297,5,13184,2636.8,5
9298,3,10375,3458.3333333333335,1
9299,2,5191,2595.5,2
9300,6,17024,2837.3333333333335,2
9301,6,18643,3107.1666666666665,3
9302,4,16085,4021.25,0
9303,3,2792,930.6666666666666,1
9304,5,17669,3533.8,3
9305,6,16878,2813.0,1
9306,5,14684,2936.8,3
9307,8,21854,2731.75,2
9308,5,13799,2759.8,1
9309,4,6218,1554.5,2
9310,6,17448,2908.0,2
9311,7,18697,2671.0,3
9312,8,23343,2917.875,5
9313,5,7263,1452.6,3
9314,2,4291,2145.5,1
9315,3,4235,1411.6666666666667,0
9316,3,8069,2689.6666666666665,3
9317,2,1983,991.5,0
9318,2,7488,3744.0,1
9319,2,6378,3189.0,1
9320,5,11900,2380.0,4
9321,4,5172,1293.0,4
9322,4,11721,2930.25,0
9323,4,10025,2506.25,3
9324,5,8258,1651.6,2
9325,9,18579,2064.3333333333335,4
9326,3,6833,2277.6666666666665,2
9327,3,7233,2411.0,0
9329,4,10792,2698.0,1
9330,4,11363,2840.75,2
9331,6,14018,2336.3333333333335,2
9332,6,15359,2559.8333333333335,2
9333,4,5083,1270.75,1
9334,9,21242,2360.222222222222,4
9335,7,19234,2747.714285714286,4
9336,4,10841,2710.25,2
9337,3,9315,3105.0,1
9338,6,17515,2919.1666666666665,1
9339,7,21681,3097.285714285714,3
9340,6,13481,2246.8333333333335,3
9341,6,15754,2625.6666666666665,4
9342,7,20614,2944.8571428571427,1
9343,3,7812,2604.0,2
9344,4,14694,3673.5,2
9345,3,5003,1667.6666666666667,0
9346,5,16608,3321.6,2
9347,6,12124,2020.6666666666667,3
9348,3,3713,1237.6666666666667,1
9349,4,11986,2996.5,2
9350,7,14731,2104.4285714285716,4
9351,3,12538,4179.333333333333,1
9352,2,7182,3591.0,0
9353,6,15270,2545.0,1
9354,4,7685,1921.25,4
9355,7,25066,3580.8571428571427,2
9356,7,28243,4034.714285714286,2
9357,5,18320,3664.0,1
9358,6,18206,3034.3333333333335,3
9359,5,18670,3734.0,3
9360,4,17385,4346.25,1
9361,8,22625,2828.125,2
9362,4,10534,2633.5,2
9363,2,6685,3342.5,1
9364,4,10921,2730.25,1
9365,9,33466,3718.4444444444443,2
9366,5,9445,1889.0,3
9367,9,31826,3536.222222222222,6
9368,5,12493,2498.6,2
9369,4,9451,2362.75,2
9370,6,15655,2609.1666666666665,3
9371,3,8576,2858.6666666666665,2
9372,2,7158,3579.0,0
9373,2,5816,2908.0,1
9374,5,13108,2621.6,2
9375,6,14760,2460.0,1
9376,5,12621,2524.2,2
9377,4,11643,2910.75,1
9378,5,15990,3198.0,2
9379,5,17463,3492.6,1
9380,4,18119,4529.75,2
9381,6,13137,2189.5,2
9382,6,23405,3900.8333333333335,4
9383,3,6343,2114.3333333333335,1
9384,7,22023,3146.1428571428573,1
9385,9,21128,2347.5555555555557,3
9386,8,26810,3351.25,3
9387,7,21197,3028.1428571428573,3
9388,6,13930,2321.6666666666665,1
9389,4,12404,3101.0,3
9390,7,23871,3410.1428571428573,2
9391,8,20863,2607.875,4
9392,9,26789,2976.5555555555557,4
9393,3,6926,2308.6666666666665,1
9394,5,15541,3108.2,3
9395,2,8865,4432.5,0
9396,1,3910,3910.0,0
9397,7,20181,2883.0,2
9398,5,16133,3226.6,3
9399,5,11691,2338.2,2
9400,7,15351,2193.0,4
9401,6,25323,4220.5,6
9402,7,23234,3319.1428571428573,4
9403,4,13664,3416.0,3
9404,8,22626,2828.25,1
9405,7,21359,3051.285714285714,2
9406,3,6531,2177.0,2
9407,3,8947,2982.3333333333335,2
9408,4,15823,3955.75,3
9409,2,3769,1884.5,2
9410,2,6352,3176.0,2
9411,4,4887,1221.75,0
9412,6,15127,2521.1666666666665,2
9413,7,16062,2294.5714285714284,6
9414,4,14828,3707.0,1
9415,2,2568,1284.0,2
9416,6,12618,2103.0,2
9417,7,27042,3863.1428571428573,5
9418,5,17583,3516.6,1
9419,4,14855,3713.75,1
9420,2,8790,4395.0,1
9421,5,10933,2186.6,5
9422,9,22614,2512.6666666666665,4
9423,6,20417,3402.8333333333335,3
9424,3,10917,3639.0,0
9425,6,14770,2461.6666666666665,4
9426,5,16490,3298.0,2
9427,3,6371,2123.6666666666665,2
9428,2,4377,2188.5,0
9429,6,11271,1878.5,1
9430,5,7009,1401.8,0
9431,6,22267,3711.1666666666665,0
9432,9,23948,2660.8888888888887,6
9433,5,11041,2208.2,0
9434,5,14437,2887.4,3
9435,5,11665,2333.0,2
9436,8,17388,2173.5,3
9437,2,3242,1621.0,0
9438,2,5353,2676.5,1
9439,4,6924,1731.0,2
9440,5,17584,3516.8,2
9441,8,30781,3847.625,3
9442,5,9849,1969.8,2
9443,2,6172,3086.0,1
9444,4,14291,3572.75,3
9445,3,9353,3117.6666666666665,1
9446,3,11713,3904.3333333333335,2
9447,7,21745,3106.4285714285716,2
9448,3,10022,3340.6666666666665,1
9449,5,11061,2212.2,3
9450,4,12490,3122.5,2
9451,8,23364,2920.5,5
9452,2,3847,1923.5,0
9453,8,16283,2035.375,1
9454,6,19795,3299.1666666666665,1
9455,1,3864,3864.0,1
9456,5,13397,2679.4,3
9457,6,15713,2618.8333333333335,3
9458,3,7886,2628.6666666666665,1
9459,6,17227,2871.1666666666665,3
9460,3,12075,4025.0,1
9461,3,8873,2957.6666666666665,0
9462,10,29236,2923.6,1
9463,3,8576,2858.6666666666665,0
9464,5,12908,2581.6,3
9465,2,7497,3748.5,1
9466,5,19392,3878.4,2
9467,6,17644,2940.6666666666665,4
9468,3,6167,2055.6666666666665,0
9469,2,6024,3012.0,0
9470,9,18605,2067.222222222222,4
9471,2,6582,3291.0,1
9472,2,3951,1975.5,1
9473,3,7522,2507.3333333333335,3
9474,8,31944,3993.0,2
9475,6,11495,1915.8333333333333,1
9476,3,7441,2480.3333333333335,2
9477,4,12341,3085.25,3
9478,6,13617,2269.5,4
9479,2,5285,2642.5,2
9481,2,4206,2103.0,2
9482,7,17795,2542.1428571428573,2
9483,4,14658,3664.5,1
9484,2,6266,3133.0,1
9485,7,19188,2741.1428571428573,3
9486,6,16164,2694.0,1
9487,3,11013,3671.0,0
9488,7,13188,1884.0,4
9489,5,13233,2646.6,2
9490,4,11369,2842.25,1
9491,3,6584,2194.6666666666665,1
9492,5,16707,3341.4,0
9493,7,14458,2065.4285714285716,1
9494,3,6788,2262.6666666666665,2
9495,7,18738,2676.8571428571427,3
9496,11,31681,2880.090909090909,5
9497,3,8508,2836.0,2
9498,2,4888,2444.0,1
9499,7,26087,3726.714285714286,4
9500,6,14422,2403.6666666666665,1
9501,10,27026,2702.6,2
9502,3,6870,2290.0,1
9503,5,10436,2087.2,2
9504,7,19402,2771.714285714286,1
9505,3,10879,3626.3333333333335,0
9506,5,11640,2328.0,3
9507,4,7179,1794.75,1
9508,7,10545,1506.4285714285713,4
9509,3,11610,3870.0,1
9510,1,3599,3599.0,1
9511,2,7788,3894.0,0
9512,7,19828,2832.5714285714284,1
9513,4,10949,2737.25,1
9514,3,5440,1813.3333333333333,1
9515,7,19444,2777.714285714286,3
9516,1,3585,3585.0,0
9517,8,20581,2572.625,3
9518,1,4032,4032.0,1
9519,5,13952,2790.4,3
9520,3,6902,2300.6666666666665,2
9521,4,12826,3206.5,1
9522,5,6848,1369.6,1
9523,6,15577,2596.1666666666665,0
9524,2,8077,4038.5,1
9525,4,9452,2363.0,1
9526,3,6821,2273.6666666666665,3
9527,5,11586,2317.2,1
9528,3,7512,2504.0,2
9529,6,8432,1405.3333333333333,2
9530,7,17948,2564.0,3
9531,1,4109,4109.0,0
9532,6,18564,3094.0,3
9533,5,11277,2255.4,2
9534,5,16640,3328.0,0
9535,9,24260,2695.5555555555557,3
9536,4,6707,1676.75,3
9537,4,8550,2137.5,2
9538,8,22286,2785.75,3
9539,7,18332,2618.8571428571427,6
9540,9,26483,2942.5555555555557,2
9541,5,9628,1925.6,1
9542,7,14806,2115.1428571428573,1
9543,4,8570,2142.5,2
9544,8,19391,2423.875,3
9545,4,11365,2841.25,3
9546,4,12108,3027.0,0
9547,7,16732,2390.285714285714,4
9548,9,24872,2763.5555555555557,6
9549,5,21007,4201.4,3
9551,4,13365,3341.25,1
9552,2,5541,2770.5,0
9553,6,18574,3095.6666666666665,1
9554,9,23690,2632.222222222222,1
9555,4,17426,4356.5,1
9556,2,2523,1261.5,1
9557,7,16232,2318.8571428571427,2
9558,10,24952,2495.2,6
9559,3,5990,1996.6666666666667,2
9560,4,8673,2168.25,1
9561,7,17211,2458.714285714286,5
9562,2,4641,2320.5,1
9563,6,19426,3237.6666666666665,3
9564,6,15381,2563.5,2
9565,8,20972,2621.5,4
9566,7,27566,3938.0,4
9567,5,8391,1678.2,2
9568,9,20473,2274.777777777778,3
9569,5,10288,2057.6,1
9570,9,31784,3531.5555555555557,4
9571,7,22803,3257.5714285714284,2
9572,3,6751,2250.3333333333335,1
9573,7,20945,2992.1428571428573,2
9574,10,23590,2359.0,5
9575,2,7177,3588.5,2
9576,6,21390,3565.0,1
9577,6,12730,2121.6666666666665,3
9578,4,10499,2624.75,0
9579,4,12368,3092.0,0
9580,3,11218,3739.3333333333335,1
9581,6,17896,2982.6666666666665,2
9582,3,6240,2080.0,2
9583,8,27247,3405.875,4
9584,1,1033,1033.0,0
9585,6,13208,2201.3333333333335,2
9586,5,11487,2297.4,3
9587,2,4744,2372.0,1
9588,7,13285,1897.857142857143,3
9589,8,24450,3056.25,3
9590,4,10550,2637.5,2
9591,4,9364,2341.0,2
9592,5,14281,2856.2,2
9593,6,18322,3053.6666666666665,2
9594,10,23884,2388.4,2
9595,4,12755,3188.75,3
9596,2,5515,2757.5,2
9597,10,28545,2854.5,6
9598,1,4625,4625.0,1
9599,6,15501,2583.5,3
9600,3,9205,3068.3333333333335,3
9601,3,6149,2049.6666666666665,1
9602,4,12283,3070.75,1
9603,5,16109,3221.8,1
9605,5,14035,2807.0,1
9606,4,10804,2701.0,0
9607,8,23027,2878.375,4
9608,2,3398,1699.0,2
9609,2,5776,2888.0,2
9610,4,7591,1897.75,1
9611,5,13787,2757.4,2
9612,3,9343,3114.3333333333335,1
9613,2,4332,2166.0,1
9614,7,24260,3465.714285714286,4
9615,4,10187,2546.75,1
9616,5,12789,2557.8,1
9617,6,11490,1915.0,2
9618,5,13468,2693.6,1
9619,5,10379,2075.8,1
9620,7,22590,3227.1428571428573,3
9621,6,17526,2921.0,1
9622,4,12673,3168.25,2
9623,4,10191,2547.75,0
9624,10,22955,2295.5,3
9625,3,12272,4090.6666666666665,1
9626,4,10295,2573.75,2
9627,7,13341,1905.857142857143,3
9628,2,3289,1644.5,1
9629,4,6376,1594.0,4
9630,6,16975,2829.1666666666665,4
9631,5,17223,3444.6,2
9632,3,9305,3101.6666666666665,2
9633,4,8687,2171.75,3
9634,6,17136,2856.0,2
9635,2,3807,1903.5,0
9636,6,13805,2300.8333333333335,3
9637,1,1279,1279.0,0
9638,4,9542,2385.5,1
9639,7,15321,2188.714285714286,2
9640,8,20537,2567.125,2
9641,9,31911,3545.6666666666665,4
9642,4,11632,2908.0,2
9643,10,23224,2322.4,3
9644,8,17354,2169.25,2
9645,6,21096,3516.0,1
9646,6,14677,2446.1666666666665,3
9647,6,11505,1917.5,3
9648,5,21765,4353.0,1
9649,9,30668,3407.5555555555557,3
9650,7,26355,3765.0,0
