Customer ID,Recency,Frequency,Monetary,Customer Age,Total_Returns,Churn
9772,336,2,7463,42,0,1
9773,64,2,7687,70,1,0
9774,586,3,7919,61,2,0
9775,67,4,9532,47,1,1
9776,61,7,20653,30,4,0
9777,331,4,10248,21,2,0
9779,203,9,17789,56,0,1
9780,225,5,19685,58,1,0
9781,183,7,19547,26,2,0
9782,12,8,22343,48,2,0
9783,282,5,18189,28,2,0
9784,143,6,12738,43,2,0
9785,269,5,17108,20,2,0
9786,127,4,10619,39,1,1
9787,568,4,7654,25,0,0
9788,15,13,37731,67,6,1
9789,263,4,16974,27,0,1
9790,206,2,1135,43,1,0
9791,23,7,17598,26,4,0
9792,338,4,12420,47,3,0
9793,238,6,16465,53,2,1
9794,81,11,36680,42,3,0
9795,45,9,21825,34,3,1
9796,369,2,6743,50,1,0
9797,54,3,8106,20,1,0
9798,106,8,22898,19,4,0
9799,92,5,16569,32,2,1
9800,140,4,12072,62,1,0
9801,1253,3,4433,61,1,1
9802,336,8,25792,54,6,0
9803,10,6,23824,62,2,1
9804,259,5,18784,55,2,0
9805,225,2,5862,48,0,1
9806,224,1,611,34,0,0
9807,353,5,14767,43,2,0
9808,5,6,19820,36,2,0
9809,223,5,13469,45,4,0
9810,206,6,11943,59,3,0
9811,69,3,10294,67,1,1
9812,175,1,1662,57,1,0
9813,230,9,21516,20,3,0
9814,7,6,24726,43,2,0
9815,56,7,14337,26,3,0
9816,501,3,5010,47,1,0
9817,997,1,3110,63,0,1
9818,88,5,12877,62,0,0
9819,52,6,19338,69,3,1
9820,320,5,14989,36,3,1
9821,552,6,21296,24,3,1
9822,236,4,13302,18,2,0
9823,180,5,14146,67,2,0
9824,47,7,11533,24,3,0
9825,506,1,627,20,0,0
9826,12,5,6979,19,2,0
9827,706,4,9384,41,2,1
9828,78,5,12995,30,3,0
9829,330,2,6073,64,0,0
9830,443,2,2021,48,1,0
9831,91,11,39047,68,1,0
9832,102,6,15070,19,0,0
9833,67,2,5466,20,1,0
9834,137,2,7598,27,0,0
9835,21,5,5929,49,1,0
9836,58,5,14630,58,2,0
9837,242,4,7367,28,1,0
9838,178,5,12925,48,2,0
9839,77,5,9715,37,2,0
9840,297,6,20045,40,1,0
9841,153,9,19713,30,3,1
9842,585,5,11009,52,2,1
9843,715,4,11072,57,1,0
9844,220,3,6739,31,1,0
9845,219,5,18984,44,1,0
9846,526,2,2713,68,1,1
9847,19,7,23243,60,1,0
9848,70,7,21717,34,3,0
9849,78,2,3400,54,1,0
9850,57,5,14164,70,2,1
9851,176,10,26315,30,4,0
9852,196,4,11488,32,1,0
9853,120,6,18922,63,2,0
9854,110,6,17195,47,1,1
9855,1181,1,2694,41,1,0
9856,99,11,36210,35,2,0
9857,380,3,7958,22,1,1
9858,245,8,20333,30,4,0
9859,21,6,22550,39,3,0
9860,40,6,20266,18,1,0
9861,741,4,10763,52,0,0
9862,239,3,4305,49,2,0
9863,63,7,26951,69,3,0
9864,379,6,10045,18,3,0
9865,660,3,7942,28,0,1
9866,5,9,20303,69,2,1
9867,78,6,22738,18,2,1
9868,416,3,7350,59,2,0
9869,300,4,13238,44,0,0
9870,17,6,9171,53,4,0
9871,607,3,5857,30,0,0
9872,871,4,8339,53,2,0
9873,275,5,12677,34,2,1
9874,631,3,11416,63,1,0
9875,258,4,10349,26,2,0
9876,681,4,14660,32,2,0
9877,184,4,10895,32,2,1
9878,343,3,7025,35,3,0
9879,189,5,19575,53,3,0
9880,54,5,15089,63,0,0
9882,600,5,14949,32,1,0
9883,114,4,11018,28,1,0
9884,239,9,26174,18,4,0
9885,77,4,13084,24,2,0
9886,211,10,33297,64,3,0
9887,67,10,29548,67,5,1
9888,191,8,20258,53,1,0
9889,347,3,4452,22,0,0
9890,285,5,12177,33,2,0
9891,69,5,10195,36,2,0
9892,22,9,16311,31,5,0
9893,49,8,29635,25,4,0
9894,329,4,11139,28,1,0
9895,12,5,14474,58,0,0
9896,126,4,10265,68,1,0
9897,308,6,15754,55,3,0
9898,715,2,3755,59,0,0
9899,59,6,16855,41,0,0
9900,1009,2,5226,31,1,1
9901,94,3,7607,19,1,0
9902,165,9,25952,68,6,0
9903,596,5,12863,49,4,0
9904,169,6,16965,68,3,0
9905,169,6,19572,43,1,0
9906,28,7,15029,35,2,1
9907,144,5,11751,46,3,0
9908,7,6,16344,51,2,0
9909,138,4,9260,51,2,0
9910,583,4,11508,22,3,0
9911,79,3,4893,31,1,1
9912,328,7,15789,53,4,1
9913,74,6,16149,31,1,0
9914,2,7,23864,64,3,1
9915,493,3,11383,46,0,0
9916,67,5,8978,19,2,0
9917,498,6,7659,56,3,0
9918,222,1,4486,46,0,0
9919,12,5,12044,51,1,1
9920,54,4,10873,70,0,0
9921,59,6,15834,35,2,0
9922,135,9,25870,48,3,0
9923,629,4,7768,51,1,1
9924,954,2,4704,23,2,0
9925,102,10,34059,27,6,1
9926,31,4,8493,58,2,0
9927,280,3,2779,46,1,0
9928,367,5,6939,46,1,1
9929,431,2,6121,29,1,1
9930,147,9,20616,46,4,1
9931,434,6,20025,60,2,1
9932,220,5,15808,69,2,0
9933,578,7,19848,26,2,0
9934,696,7,15491,40,1,0
9935,3,7,26512,26,4,0
9936,372,4,10732,50,3,0
9937,542,6,16962,30,3,0
9938,8,1,1489,36,1,0
9939,9,3,4312,69,2,0
9940,312,3,6071,22,2,0
9941,307,2,5373,62,1,0
9942,135,6,14453,27,3,0
9943,252,8,20155,26,5,0
9944,91,5,13016,29,1,0
9945,226,7,21149,70,4,0
9946,114,6,19560,47,2,0
9947,51,9,31244,60,4,0
9948,26,5,15958,55,2,0
9949,19,8,17137,33,2,0
9950,305,8,14355,20,3,0
9951,316,2,7597,50,2,0
9952,245,8,23615,41,4,0
9953,27,5,15909,52,2,1
9954,237,2,8546,43,1,1
9955,175,10,19593,22,4,0
9956,710,2,6002,46,1,0
9957,147,3,9223,49,0,1
9958,320,6,15111,39,3,0
9959,308,4,11374,65,1,0
9960,108,5,10587,28,1,1
9961,374,3,9284,37,0,0
9962,166,7,9862,53,3,1
9963,30,5,9933,67,2,0
9964,18,4,13984,28,1,1
9965,664,3,8726,29,2,0
9966,433,4,6900,62,1,0
9967,381,6,12105,37,2,0
9968,363,6,15836,30,1,1
9969,130,8,21323,39,2,0
9970,84,9,27471,21,3,0
9971,101,6,19280,66,2,0
9972,513,4,6544,46,3,0
9973,21,5,9146,63,3,0
9974,912,2,4251,39,0,0
9976,93,3,3165,45,0,0
9977,272,3,10810,32,1,0
9978,173,7,18896,39,3,0
9979,273,5,15077,41,2,0
9980,41,9,25725,46,5,0
9981,133,6,15108,56,1,1
9982,241,6,11202,67,1,0
9983,359,3,11091,22,2,0
9984,604,5,11098,37,2,0
9985,886,3,6678,63,0,0
9986,766,2,7224,20,1,0
9987,497,2,7278,67,2,1
9988,374,1,3590,45,0,1
9989,241,5,10995,28,2,0
9990,152,8,22599,69,3,0
9991,485,6,16999,27,4,0
9992,11,4,10283,44,1,0
9993,24,6,13375,45,5,0
9994,241,4,13705,44,3,0
9995,192,8,19216,21,2,1
9996,151,9,21072,62,2,1
9997,83,3,8462,67,1,1
9998,221,5,10558,18,5,0
9999,480,3,4080,46,3,0
10000,84,7,20291,61,2,0
10001,69,3,5435,70,0,0
10003,39,5,9434,29,1,0
10004,731,4,9457,31,0,0
10005,106,7,17404,70,3,0
10006,606,3,10377,35,3,1
10007,214,2,8392,49,0,1
10008,463,5,16551,19,2,0
10009,134,4,12798,47,0,0
10010,127,6,14217,49,2,1
10011,161,4,12217,23,1,0
10012,211,6,17940,28,0,0
10013,162,5,14310,36,1,0
10014,433,3,10681,61,1,0
10015,1250,1,5058,57,0,0
10016,56,4,15232,57,2,0
10017,563,4,5923,66,1,0
10018,178,4,11892,30,3,0
10019,21,4,9444,44,1,1
10020,418,6,15563,29,2,0
10021,590,3,7550,41,1,0
10022,253,5,13232,40,3,0
10023,333,3,11451,27,1,0
10024,121,5,15347,45,4,0
10025,54,4,16134,54,2,0
10026,707,4,11600,43,0,0
10027,449,4,9146,52,2,0
10028,333,6,13202,23,4,1
10029,271,4,15400,64,1,0
10030,433,3,10353,19,2,1
10031,512,2,7037,70,0,0
10032,729,3,6129,49,2,0
10033,45,2,6190,35,2,0
10034,54,2,1072,43,1,0
10035,391,2,4347,49,0,1
10036,576,8,19068,35,2,0
10037,883,4,13270,46,1,0
10038,311,5,12801,28,3,0
10039,88,6,18156,36,2,0
10040,39,7,21938,67,1,0
10041,5,4,15109,40,0,0
10042,10,9,32144,54,4,0
10043,394,4,10566,52,2,0
10044,9,5,10883,26,4,0
10045,296,2,3845,38,2,0
10046,374,7,17335,22,2,0
10047,236,3,9384,69,1,0
10048,66,6,13429,27,3,1
10049,268,2,8338,51,2,0
10050,49,7,16850,18,1,0
10051,68,6,22263,30,2,0
10052,59,9,28916,21,5,0
10053,81,4,15067,67,2,0
10054,430,2,7979,63,2,1
10055,128,3,7811,61,1,0
10056,354,9,18753,63,4,0
10057,467,4,8833,67,2,0
10058,57,3,9051,23,2,0
10059,295,4,13450,56,1,0
10060,97,3,7277,61,0,0
10061,49,6,16285,45,1,0
10062,672,4,16262,40,3,0
10063,585,3,8773,20,1,0
10064,345,3,11140,45,1,1
10065,127,5,9869,24,3,0
10066,132,4,8228,50,2,1
10067,54,7,18522,42,3,0
10068,205,6,22000,39,4,0
10069,125,6,15257,26,1,0
10070,85,7,18283,35,3,0
10071,1274,1,3427,66,0,1
10072,19,8,22903,56,3,1
10073,129,5,20268,57,1,1
10074,42,3,6916,27,0,0
10075,327,4,10953,31,2,1
10076,67,6,13627,33,2,1
10077,169,6,19375,54,3,0
10078,431,7,18344,37,1,1
10079,387,2,4041,55,1,0
10080,220,4,11476,61,0,0
10081,38,3,9267,46,2,1
10082,62,10,24176,67,5,0
10083,74,9,25556,61,3,0
10084,126,3,10413,41,1,0
10085,518,7,18523,28,2,0
10086,434,4,10976,26,1,0
10087,37,5,14608,19,3,0
10088,231,4,9641,69,1,0
10089,191,7,20844,44,2,0
10090,81,5,10456,55,2,1
10091,375,5,18091,20,1,1
10092,188,6,14803,48,2,1
10093,542,2,5334,45,1,1
10094,11,5,14529,49,3,0
10095,104,6,15257,41,4,0
10096,121,6,11765,21,4,0
10097,223,4,6140,66,2,0
10098,71,3,5482,68,2,0
10099,233,4,14320,26,0,0
10100,117,4,9282,64,3,0
10101,317,5,6235,32,3,0
10102,83,5,15632,67,1,0
10103,9,7,14802,39,2,0
10104,478,2,2377,47,1,0
10105,11,5,10066,54,0,0
10106,367,4,11206,66,1,0
10107,491,4,9153,30,3,0
10108,114,6,11760,27,0,0
10109,56,1,4017,24,0,0
10110,95,4,11176,41,3,0
10111,195,6,11340,24,3,0
10112,75,6,17820,31,0,0
10113,251,3,8845,59,2,0
10114,221,5,17690,36,2,0
10115,317,3,5859,28,1,0
10116,145,4,17366,61,2,0
10117,14,4,10003,20,0,0
10118,202,3,11790,68,3,1
10119,7,7,23827,23,2,0
10120,60,5,8544,20,3,0
10121,144,6,21060,48,1,0
10122,930,7,18526,68,0,1
10123,292,4,11026,20,2,0
10124,524,5,16956,36,1,0
10125,75,3,13251,19,2,0
10126,413,2,6437,47,2,0
10127,34,5,13594,42,2,1
10128,18,6,14684,20,1,0
10129,119,2,7742,40,1,0
10130,224,8,21685,47,4,1
10131,274,4,11640,63,4,0
10132,52,4,9278,70,3,0
10133,274,3,6013,70,2,0
10134,96,4,8277,68,1,0
10135,34,5,16755,23,4,0
10136,258,5,16442,40,3,1
10137,60,7,19801,44,3,0
10138,204,3,10700,27,1,0
10139,119,6,19502,41,3,1
10140,621,2,5855,45,2,0
10141,177,4,15064,67,0,0
10142,252,4,6882,43,1,0
10143,777,4,13927,26,2,0
10144,143,7,20087,37,3,0
10145,176,4,9754,35,2,0
10146,178,6,17868,21,2,0
10147,14,8,19391,27,1,0
10148,50,3,10667,26,0,0
10149,86,6,19093,33,3,0
10150,178,5,12358,28,0,0
10151,374,3,6457,48,1,0
10152,430,6,20355,35,5,0
10153,192,5,13724,20,1,0
10154,233,5,14995,47,2,1
10155,33,6,18952,26,2,1
10156,685,5,8668,23,1,0
10157,501,4,6866,22,2,0
10158,678,2,8489,19,1,0
10159,708,2,3640,65,0,0
10160,303,3,3712,32,1,0
10161,233,5,14488,31,2,1
10162,151,12,24226,19,6,0
10163,20,6,9604,39,2,0
10164,122,3,7346,33,2,0
10165,29,6,11716,56,5,0
10166,458,4,13924,58,1,0
10167,153,7,18977,44,1,0
10168,81,5,16894,53,1,0
10169,90,6,18483,28,4,0
10170,8,4,14632,36,2,0
10171,495,4,13640,55,1,0
10172,260,6,19854,20,3,0
10173,49,5,7353,56,1,0
10174,58,4,6034,21,3,1
10175,249,5,16464,32,2,1
10176,237,6,13752,45,3,0
10177,461,5,14491,47,3,0
10178,321,7,20343,40,4,0
10179,367,5,6311,21,1,0
10180,246,8,16254,56,1,0
10181,468,8,19142,42,4,1
10182,53,7,19950,61,4,0
10183,806,2,8078,24,1,1
10184,354,4,8015,64,3,1
10185,722,4,7002,69,1,0
10186,213,3,10323,44,1,1
10187,175,4,12461,64,0,1
10188,140,6,18718,25,4,1
10189,0,5,15826,52,3,0
10190,48,5,12344,56,1,0
10191,207,11,33332,66,5,0
10192,80,6,15475,44,3,0
10193,118,4,9794,20,1,1
10194,342,5,16612,64,1,0
10195,374,4,9026,51,3,1
10196,670,4,11204,38,3,0
10197,110,6,19155,64,3,0
10198,27,4,13716,47,1,0
10199,854,2,5846,19,1,0
10200,114,8,16262,39,3,0
10201,116,4,13504,54,1,0
10202,343,4,18710,48,1,0
10203,140,2,6051,46,1,1
10204,271,7,15813,39,4,0
10205,4,6,18206,70,3,0
10206,26,5,8093,23,0,0
10207,252,4,10249,65,1,0
10208,23,6,14742,35,1,1
10209,343,6,9321,21,2,0
10210,160,4,14272,67,4,0
10211,95,5,14315,31,2,0
10212,33,6,13169,37,3,0
10213,361,4,13525,36,1,0
10214,53,5,16556,65,3,0
10215,199,5,13341,36,1,1
10216,641,3,8509,70,2,0
10217,267,8,14992,38,4,1
10218,789,2,3572,35,1,0
10219,189,6,14731,44,2,0
10220,61,6,20659,19,5,0
10221,140,4,5265,24,1,0
10222,473,3,3958,18,0,0
10223,139,4,10601,33,1,1
10224,133,5,16419,25,2,0
10225,143,3,6994,39,1,1
10226,33,3,10548,29,2,0
10227,159,8,15383,37,1,1
10228,166,4,7131,31,3,0
10229,241,7,21144,49,2,0
10230,88,4,12057,53,1,0
10231,1283,1,1467,48,1,0
10232,1061,1,2531,38,0,1
10233,218,4,10030,24,0,0
10234,267,3,4013,18,0,1
10235,31,10,20166,58,4,0
10236,288,4,6891,39,1,0
10237,126,8,17853,39,2,1
10238,582,3,8960,57,1,0
10239,245,6,17867,28,2,0
10240,131,6,14398,38,5,0
10241,116,11,23984,36,5,0
10242,203,3,8393,48,1,0
10244,599,4,12887,63,2,0
10245,424,5,16364,30,0,0
10246,210,11,29998,23,1,1
10247,59,4,7984,28,2,1
10248,549,3,4816,36,0,0
10249,71,2,5474,38,1,1
10250,152,3,10724,55,1,0
10251,157,5,13645,28,0,1
10252,528,4,11502,54,1,1
10253,411,4,9930,54,0,0
10254,151,4,7026,45,2,0
10255,354,3,4971,57,1,0
10256,82,5,15399,63,2,0
10257,37,4,12855,64,3,0
10258,59,7,20330,49,3,0
10259,294,3,12088,68,2,0
10260,689,1,2009,61,1,0
10261,113,4,10698,63,1,0
10262,9,3,8410,44,2,1
10263,125,4,13648,47,3,1
10264,283,3,10676,62,2,1
10265,99,5,18852,23,2,1
10266,337,2,5932,48,1,0
10267,453,5,12448,45,2,0
10268,94,4,10624,48,3,0
10269,19,5,10253,61,2,0
10270,554,4,11079,38,1,1
10271,163,5,16498,39,2,0
10272,261,3,7832,60,0,1
10273,124,6,22154,26,0,0
10274,322,5,8830,27,2,1
10275,79,8,24062,36,3,1
10276,52,5,13016,24,1,1
10277,292,5,15378,40,3,0
10278,39,3,9709,66,2,1
10279,77,4,6192,58,2,0
10280,479,4,7159,43,0,0
10281,260,4,15987,50,1,0
10282,305,5,16976,22,0,0
10283,689,5,8267,53,2,0
10284,66,3,5240,37,0,1
10285,239,7,15912,47,1,0
10286,8,1,3348,25,0,0
10287,648,1,1717,44,0,0
10288,146,7,24081,65,2,1
10289,715,7,21739,46,2,0
10290,434,3,7951,43,2,0
10291,385,4,10730,45,0,0
10292,521,4,11718,26,2,0
10293,29,4,12164,22,1,0
10294,31,8,21575,29,6,0
10295,112,12,39243,58,7,0
10296,348,5,18138,45,1,0
10297,209,4,15008,26,1,0
10298,181,5,16818,26,2,0
10299,8,6,13518,39,4,0
10300,480,2,4557,40,0,0
10301,67,11,30239,24,4,0
10302,145,3,11642,46,1,0
10303,352,5,12850,21,4,0
10304,68,8,22964,59,2,0
10305,138,5,17048,58,3,0
10306,93,7,21652,66,2,0
10307,209,7,12237,51,5,0
10308,267,7,21484,26,4,0
10309,67,6,17017,43,4,0
10310,427,6,19818,52,3,0
10311,188,5,13295,52,2,0
10312,140,2,5877,21,2,0
10313,1037,3,10150,38,1,0
10314,946,2,6720,56,1,0
10315,18,7,16598,37,4,0
10316,297,5,17155,23,1,0
10317,854,2,4803,28,1,0
10318,6,4,11597,53,2,1
10319,21,8,22078,29,3,0
10320,47,4,12912,37,2,0
10321,183,5,16676,37,2,0
10322,145,3,7968,24,1,0
10323,119,6,18412,70,2,0
10324,169,4,12579,39,2,0
10325,368,9,27230,53,3,0
10326,212,8,19879,22,3,0
10327,93,5,11548,61,0,0
10328,86,7,13733,57,4,0
10329,81,12,32610,18,2,0
10330,24,6,20494,66,4,0
10331,146,4,11163,67,3,0
10332,138,6,23547,26,1,1
10333,69,6,16421,54,3,0
10334,109,8,27434,45,2,0
10335,1119,3,10923,57,2,0
10336,435,3,6851,39,2,0
10337,438,4,8443,20,2,0
10338,494,6,16850,31,1,0
10339,1338,1,3323,30,1,0
10340,728,4,9399,49,3,0
10341,100,7,17374,46,4,1
10342,178,7,20650,64,4,0
10343,202,4,11847,45,2,0
10344,1286,1,4190,59,1,0
10345,68,6,9298,37,3,0
10346,26,6,16077,30,0,0
10347,278,5,11628,27,1,0
10348,13,9,18842,40,6,0
10349,170,5,9053,55,1,0
10350,376,2,4336,50,0,0
10351,679,4,17408,22,1,0
10352,136,4,8665,50,4,0
10353,213,4,12853,61,2,0
10354,166,4,9951,34,0,0
10355,25,3,7288,42,2,0
10356,250,5,14016,43,2,0
10357,31,2,4525,38,1,0
10358,265,8,24361,64,4,0
10359,184,5,8176,59,1,0
10360,246,3,3365,24,0,0
10361,296,5,14386,18,4,0
10362,17,5,10158,60,4,0
10363,189,4,4774,29,0,0
10364,683,3,7002,22,0,0
10365,449,3,10278,68,2,0
10366,344,5,9913,30,2,1
10367,191,4,14125,65,1,0
10368,132,7,15762,28,3,0
10369,305,4,8685,56,0,0
10370,176,7,16882,20,4,1
10371,78,4,11019,40,1,1
10372,91,7,21298,22,1,0
10373,182,5,15051,25,3,0
10374,206,5,13594,36,3,0
10375,88,3,5887,22,3,1
10376,637,2,8276,28,2,0
10377,490,3,8301,43,3,0
10378,185,8,26177,48,4,0
10379,251,7,21456,20,5,0
10380,549,4,12855,46,2,0
10381,5,4,11121,20,1,0
10382,140,8,23763,41,1,0
10383,92,3,8886,23,0,0
10384,73,3,7700,63,0,1
10385,219,4,9694,28,1,0
10386,175,4,10663,51,0,0
10387,56,6,17618,47,2,0
10388,40,9,24412,27,2,1
10389,64,8,22124,19,4,1
10390,527,2,4022,36,1,0
10391,413,6,15439,48,1,1
10392,17,5,7424,29,1,0
10393,82,7,17758,65,4,1
10394,92,6,8871,23,3,1
10395,108,7,18590,25,4,1
10396,209,2,4382,31,2,0
10397,97,9,26151,37,4,0
10398,251,7,18138,40,3,0
10399,192,5,15490,58,3,0
10400,147,3,7291,66,1,0
10401,180,6,17952,34,2,0
10402,185,2,6287,61,1,0
10403,59,5,9757,68,2,0
10404,205,7,18178,26,3,1
10405,512,3,8372,47,1,0
10406,708,2,3965,23,1,0
10407,35,7,21292,62,1,1
10408,590,4,14672,46,2,0
10409,200,5,11488,56,2,1
10410,634,5,16422,22,2,0
10411,274,3,11618,55,1,0
10412,151,6,15963,65,4,0
10413,53,7,19322,22,4,1
10414,214,6,15597,56,3,0
10415,531,5,24065,65,2,0
10416,127,5,11974,51,1,0
10417,560,5,15124,31,3,0
10418,705,5,14194,53,2,1
10419,658,2,6331,70,0,0
10421,34,5,18589,54,1,0
10422,100,8,25362,18,4,0
10423,1019,2,3363,68,0,0
10424,24,7,20889,37,3,0
10425,96,6,22298,42,2,0
10426,58,5,13935,49,4,1
10427,375,5,15038,56,2,0
10428,365,4,14435,30,3,1
10429,218,1,3289,20,1,0
10430,592,5,15426,26,2,0
10431,529,3,10577,53,1,0
10432,144,7,15777,39,3,1
10433,91,5,14618,29,3,0
10434,43,6,22173,35,2,0
10435,156,6,21571,61,2,0
10436,108,3,9645,67,1,0
10437,0,5,15502,20,2,0
10438,506,2,7888,56,1,0
10440,304,2,8686,46,0,0
10441,515,1,1817,53,0,0
10442,40,3,9076,56,0,0
10443,100,4,12229,68,2,0
10444,273,7,21630,34,1,0
10445,259,8,19789,36,5,0
10446,161,3,10632,49,2,0
10447,159,5,9318,30,2,1
10448,526,1,3226,21,0,0
10449,14,3,10659,50,1,0
10450,25,5,16462,26,3,1
10451,249,8,19868,67,3,0
10452,366,5,10332,48,1,0
10453,451,4,9335,53,0,0
10454,258,8,22361,60,2,0
10455,18,4,8905,41,0,0
10456,89,10,26973,35,4,0
10457,318,4,12558,33,2,0
10458,464,7,16560,65,3,0
10459,51,6,20440,42,4,0
10460,836,4,10573,49,1,0
10461,406,1,3719,53,0,0
10462,152,8,18809,27,4,0
10463,97,5,14900,42,2,0
10464,368,2,5277,51,0,0
10465,1346,1,1344,36,0,1
10466,439,5,13398,36,1,1
10467,93,6,15526,31,4,0
10468,405,3,6227,68,2,0
10469,152,3,9406,53,1,0
10470,189,9,21076,18,5,0
10471,289,4,15805,58,1,1
10472,1351,1,2612,55,0,1
10473,863,2,2964,47,1,0
10474,250,4,10811,42,2,0
10475,157,6,17439,67,3,0
10476,322,4,11849,66,2,0
10477,51,9,20143,22,1,0
10478,8,4,9802,55,1,0
10479,724,1,4436,23,0,0
10480,111,5,11802,27,1,0
10481,596,6,21952,61,3,0
10482,158,5,9474,30,1,0
10483,81,5,15286,64,1,1
10484,914,4,9856,49,2,0
10485,296,7,17741,60,4,1
10486,427,2,4418,69,1,0
10487,878,3,5445,23,1,0
10488,125,7,19399,69,3,0
10489,144,4,16923,30,1,0
10490,203,4,10123,22,1,1
10491,14,9,28615,30,1,0
10492,20,6,14183,41,3,0
10493,104,8,24980,28,3,0
10494,23,4,8528,32,1,0
10495,35,7,19274,30,2,1
10496,3,5,15392,18,0,1
10497,145,5,17561,33,2,1
10498,132,3,5694,64,1,0
10499,59,5,17451,27,2,0
10500,73,5,9652,22,3,0
10501,221,3,6432,23,2,0
10502,70,6,17498,23,1,0
10503,10,5,13244,69,0,1
10504,124,4,12554,67,3,0
10505,233,6,14528,22,3,0
10506,825,3,8601,48,1,0
10507,148,5,11203,32,2,0
10508,1,6,21781,32,2,0
10509,149,7,21685,21,2,0
10510,336,7,13496,40,4,0
10511,279,4,12298,33,2,0
10512,6,10,24922,47,5,0
10513,14,5,17126,43,1,0
10514,142,9,21014,68,5,0
10515,189,5,11631,66,2,0
10516,121,9,21179,57,3,0
10517,207,4,7636,44,1,1
10518,5,5,9739,26,1,0
10519,0,10,23670,22,5,0
10520,25,7,17587,64,5,0
10521,65,9,29444,68,7,0
10522,876,1,4877,46,1,1
10523,270,5,15145,33,3,0
10524,1262,1,626,26,1,0
10525,103,6,17855,20,2,1
10526,117,6,22583,53,3,0
10527,399,3,10892,19,0,0
10528,24,6,19540,21,1,0
10529,621,7,20347,29,3,0
10530,277,3,6141,69,1,0
10531,210,6,16561,45,3,0
10532,101,3,7774,18,0,0
10533,69,7,18968,22,1,0
10534,78,7,18539,21,2,1
10535,805,4,14019,20,1,0
10536,160,3,1810,41,0,0
10537,158,3,9526,22,0,0
10538,837,2,6680,32,1,0
10539,828,2,5433,25,1,0
10540,590,4,5147,37,3,0
10541,671,2,6201,35,2,0
10542,362,5,11547,52,2,0
10543,63,13,29456,31,4,0
10544,273,4,9252,68,1,0
10545,834,3,7043,48,0,0
10546,181,5,15078,57,1,0
10547,112,3,6698,26,2,0
10548,112,6,14475,48,2,0
10550,310,4,11941,48,2,0
10551,303,5,13018,30,2,0
10552,61,4,13094,19,2,0
10553,54,3,9309,29,1,0
10554,52,5,14245,19,3,0
10555,126,1,3334,32,1,0
10556,155,9,21683,47,6,0
10557,92,7,17671,23,4,0
10558,34,4,8899,49,1,0
10559,287,5,14634,18,1,1
10560,333,4,13259,23,2,0
10561,257,4,13236,42,1,0
10562,338,4,5117,28,3,1
10563,24,8,14033,35,2,1
10564,42,6,17719,52,1,1
10565,527,5,14920,29,1,0
10566,26,2,1705,37,2,0
10567,695,3,9324,27,1,0
10568,12,1,262,40,1,0
10569,115,5,12847,23,4,0
10570,310,7,20871,38,2,0
10571,382,1,1802,41,0,0
10572,406,4,12441,37,3,0
10573,59,6,17304,58,2,0
10574,489,6,10923,59,1,0
10575,278,4,8271,25,2,0
10576,512,5,10962,33,2,0
10577,24,4,11279,23,3,0
10578,58,5,11957,54,2,0
10579,50,8,19107,36,1,1
10580,1167,2,6752,33,0,1
10581,45,7,18487,38,4,0
10582,76,4,7869,58,2,1
10583,172,2,5675,64,0,0
10584,199,5,13017,45,2,0
10585,204,3,4232,20,1,0
10586,144,5,18201,34,3,0
10587,75,5,9246,28,0,1
10588,113,7,14672,24,4,1
10589,294,5,11559,20,3,0
10590,43,6,18822,62,3,0
10591,35,7,18169,24,3,0
10592,172,4,16573,49,0,1
10593,361,6,12285,26,1,0
10594,502,2,2948,25,1,1
10595,120,7,23388,40,1,0
10596,588,3,6627,60,2,0
10597,451,2,7679,67,1,1
10598,137,7,10138,31,4,0
10599,116,6,18565,27,1,0
10600,281,7,21988,47,0,0
10601,156,5,16384,24,2,0
10602,198,5,18403,30,3,1
10603,193,4,12351,63,2,1
10604,66,3,8173,42,1,1
10605,90,7,18776,37,3,1
10606,394,5,7809,25,1,0
10607,351,5,10247,63,2,0
10608,124,5,17124,63,1,0
10609,323,6,16479,34,1,0
10610,13,7,22230,41,1,0
10611,248,4,6364,51,2,0
10612,619,1,3479,39,0,0
10613,88,4,8960,21,3,0
10614,10,7,17289,25,3,0
10615,200,10,33411,34,3,1
10616,741,1,3374,42,1,0
10617,159,5,16522,43,1,0
10618,1082,2,7106,57,0,0
10619,411,4,9112,22,0,0
10620,320,2,7045,61,1,0
10621,289,9,22969,18,4,0
10622,24,5,16034,33,1,0
10623,335,8,21878,42,3,0
10624,426,3,5593,59,0,0
10625,93,3,7467,23,1,0
10626,125,3,11661,32,2,0
10627,0,7,20138,49,5,0
10628,675,3,8150,65,1,1
10629,508,5,10436,50,3,0
10630,661,3,10659,51,0,0
10631,175,7,20089,32,0,0
10632,661,3,11960,44,0,0
10633,162,4,15009,67,2,0
10634,193,3,7428,37,1,0
10635,171,4,3814,46,2,0
10636,227,2,1506,42,2,1
10637,50,4,10841,49,1,0
10638,752,3,11642,26,2,0
10639,357,4,11437,38,1,0
10640,49,8,22980,33,4,0
10641,146,4,6035,58,1,1
10642,429,5,15459,40,2,0
10643,326,4,16519,61,2,0
10644,38,5,11547,57,3,0
10645,392,4,11055,55,1,0
10646,206,4,8485,27,2,1
10647,183,6,9771,67,1,0
10648,1259,1,2305,45,0,0
10649,697,3,6300,21,2,0
10650,98,6,13256,56,3,0
